UniqueIndexID_ItaCoLA	Sentence	ExpertAcceptability	PlayersAcceptability	NumAnnotations	DisaggragatedAnnotations	PlayersID
9420	Quella spugna abrasiva ha graffiato lo sportello dell'auto.	1	1	2	1,1	iOR1l4iU,GgZjxBi1
9271	Una tribù abita la casa in campagna.	1	0	2	0,0	iOR1l4iU,iBDcmvF7
2354	Dall'armadio Riccardo gli tolse il giocattolo.	0	0	2	0,0	iOR1l4iU,3u3JyFWf
325	Sembra Francesco amare Emma.	0	0	2	0,0	iBDcmvF7,IMJV8LBI
815	Mi sono accorto da poco tempo.	0	1	3	1,1,0	Mg3tq!tS,gZSlzREX,haNSh5E9
3732	Paola lo stima che la riforma non passerà.	0	0	3	0,0,0	Mg3tq!tS,gZSlzREX,haNSh5E9
9303	Paola corre i cento metri.	1	1	3	1,1,0	Mg3tq!tS,gZSlzREX,haNSh5E9
593	Il Edoardo pianoforte bene di ragazza suona la.	0	0	2	0,0	gZSlzREX,Mg3tq!tS
5017	Ѐ mette che Riccardo i libri sugli scaffali ora.	0	0	3	0,0,0	Mg3tq!tS,gZSlzREX,haNSh5E9
6849	Lo squalo ama i gatti.	0	0	3	1,0,0	Mg3tq!tS,gZSlzREX,haNSh5E9
8996	Mattia ode un canto di sirene.	1	0	3	1,0,0	Mg3tq!tS,gZSlzREX,haNSh5E9
3907	Beatrice vi ha combinato che si vedano domani.	0	0	2	0,0	Mg3tq!tS,haNSh5E9
1917	Edoardo ha pulito la casa di parecchio.	0	0	2	0,0	gZSlzREX,Mg3tq!tS
1441	Il comune ha adibito a parcheggio.	0	0	2	0,0	gZSlzREX,Mg3tq!tS
5785	Paola ha fatto spaventare Riccardo a quell'uomo.	0	0	2	0,0	Mg3tq!tS,haNSh5E9
306	Leonardo ha convinto suo figlio l'utilità studiare il latino.	0	0	2	0,0	Mg3tq!tS,haNSh5E9
7202	Andrea si è montato la fronte.	0	0	2	0,0	Mg3tq!tS,haNSh5E9
9707	Tommaso spalma la tartina di burro.	1	0	2	0,0	IMJV8LBI,3u3JyFWf
9488	Ciò inorridisce Giulia.	1	0	2	0,0	IMJV8LBI,3u3JyFWf
1945	L'aereo è un po' decollato.	0	0	2	0,0	IMJV8LBI,3u3JyFWf
9470	Il maglione si è fatto infeltrito.	1	0	2	0,0	IMJV8LBI,3u3JyFWf
8929	Giorgia non sopporta le tue battute.	1	1	2	1,1	IMJV8LBI,3u3JyFWf
5812	Maria si è colpita.	0	0	2	0,0	IMJV8LBI,3u3JyFWf
4793	Giulia comincia alla nuotata.	0	0	2	0,0	IMJV8LBI,3u3JyFWf
9118	Tommaso ha ricavato uno splendido studio da vecchi mobili.	1	1	2	1,1	IMJV8LBI,sILNPr9X
9716	La ditta ha disinfestato il palazzo dai topi.	1	1	2	1,1	IMJV8LBI,sILNPr9X
3735	Emma lo considera che Francesco è un buffone.	0	0	2	0,0	IMJV8LBI,sILNPr9X
833	Un bambino è nato a Paola.	0	0	2	0,0	IMJV8LBI,sILNPr9X
470	Giulia ha molto apprezzato la mia descrizione di se stessa.	0	0	2	0,0	IMJV8LBI,sILNPr9X
9259	Mattia deve mangiare.	1	1	2	1,1	IMJV8LBI,sILNPr9X
9521	Beatrice ha coraggio da vendere.	1	1	2	1,1	IMJV8LBI,sILNPr9X
6783	Le notizie trasmettono la radio.	0	0	2	0,0	IMJV8LBI,sILNPr9X
8938	La nebbia si è dileguata.	1	1	2	1,1	IMJV8LBI,sILNPr9X
9353	Andrea fa amicizia con Paola.	1	1	2	1,1	IMJV8LBI,sILNPr9X
8976	Il lago si è ghiacciato a causa del gran freddo.	1	1	2	1,1	IMJV8LBI,sILNPr9X
9713	La stanza profuma di aromi di pino.	1	1	2	1,1	IMJV8LBI,sILNPr9X
116	Non c'ho trovato.	0	0	2	0,0	IMJV8LBI,sILNPr9X
7431	Giulia mette.	0	0	3	1,0,0	IMJV8LBI,8nalqqw4,sILNPr9X
9221	Giorgia se ne ricorda di te.	1	0	2	0,0	IMJV8LBI,8nalqqw4
468	Se stesso inganna Lorenzo.	0	0	2	0,0	IMJV8LBI,8nalqqw4
9504	Leonardo ha il desiderio di un libro.	1	1	2	1,1	IMJV8LBI,8nalqqw4
8945	Il figlio di Andrea si siede in prima fila.	1	1	2	1,1	IMJV8LBI,8nalqqw4
9648	La musica rock rompe le orecchie ad Andrea.	1	1	2	1,1	IMJV8LBI,K!Fjtvbp
9447	Le tasse sono aumentate del 31 % in 5 anni.	1	1	2	1,1	IMJV8LBI,Qd6ZLJZ5
8675	Riccardo fa a cattivo gioco.	0	0	2	0,0	sILNPr9X,K!Fjtvbp
7162	Andrea ha tosato il quadro.	0	0	2	0,0	8nalqqw4,K!Fjtvbp
9168	Il chirurgo amputò il pollice dalla mano destra di Gabriele.	1	1	2	1,1	8nalqqw4,K!Fjtvbp
8923	Andrea lavora il legno.	1	1	2	1,1	8nalqqw4,K!Fjtvbp
619	Il cane legge il libro.	0	0	2	0,0	8nalqqw4,K!Fjtvbp
8954	Andrea aspira sempre il fumo del sigaro.	1	1	2	1,1	8nalqqw4,K!Fjtvbp
7027	Francesco procede alla carica del camion di casse.	0	0	2	0,0	8nalqqw4,K!Fjtvbp
2512	È dei polli che Riccardo compra.	0	1	2	1,1	8nalqqw4,K!Fjtvbp
8950	Il sole abbaglia tutti.	1	1	2	1,1	8nalqqw4,K!Fjtvbp
9266	Vittoria legge il giornale e guarda la Tv.	1	1	2	1,1	8nalqqw4,K!Fjtvbp
6844	Il cedro ama i castori.	0	1	2	1,1	8nalqqw4,K!Fjtvbp
9674	Leonardo studia geografia.	1	1	2	1,1	8nalqqw4,K!Fjtvbp
3084	Tommaso costruisce abitualmente di legno.	0	1	2	1,1	8nalqqw4,K!Fjtvbp
750	Ho parlato del parroco alla zia.	1	1	2	1,1	8nalqqw4,nWOrC?wr
6094	Paola porta un piatto alla tavola.	0	1	2	1,1	8nalqqw4,K!Fjtvbp
7987	Il muro ammuffisce in una giornata.	0	1	3	1,0,1	8nalqqw4,Okj0FfwW,K!Fjtvbp
9226	Francesco chiarisce la situazione ad Emma.	1	1	2	1,1	8nalqqw4,Okj0FfwW
176	Hanno chiamato quel molte persone numero.	0	0	2	0,0	8nalqqw4,Okj0FfwW
9583	Lorenzo portò acqua al mare.	1	1	2	1,1	8nalqqw4,Okj0FfwW
1760	La torta è cotta.	0	1	2	1,1	8nalqqw4,Okj0FfwW
9527	Andrea ha bruciato tutte le tappe.	1	1	2	1,1	Oe2l2!ZN,UfynjwNK
9465	Lorenzo è simile a uno scheletro.	1	1	2	1,1	Oe2l2!ZN,CPR730mE
9495	L'operaio ha abbattuto la casa.	1	1	2	1,1	Oe2l2!ZN,CPR730mE
5256	Quella notizia gli ha fatto piacere per Riccardo.	0	0	2	0,0	Oe2l2!ZN,CPR730mE
9405	Disse a tutti le opinioni di quella donna.	1	1	2	1,1	Oe2l2!ZN,CPR730mE
3970	Emma ne lo svincola.	0	0	2	0,0	Oe2l2!ZN,CPR730mE
9418	La vetrata si è rotta al primo urto violento.	1	1	2	1,1	Oe2l2!ZN,CPR730mE
1420	Giulia si scrive al padre ogni giorno.	0	0	2	0,0	Oe2l2!ZN,CPR730mE
4107	Leonardo nuota a salutare Maria.	0	0	2	0,0	Oe2l2!ZN,CPR730mE
9205	Aver studiato filosofia per trenta anni ha appesantito il suo comportamento.	1	1	2	1,1	Oe2l2!ZN,CPR730mE
1740	Il burro è sciolto in due ore.	0	0	2	0,0	Oe2l2!ZN,CPR730mE
9415	Una improvvisa raffica di vento ha rotto il vetro.	1	1	2	1,1	Oe2l2!ZN,CPR730mE
9691	Leonardo ruba un libro a Paola.	1	1	2	1,1	Oe2l2!ZN,CPR730mE
5943	Paola è in noia.	0	0	2	0,0	Oe2l2!ZN,CPR730mE
2281	È al garage che Lorenzo ha piantato fiori dal giardino.	0	0	2	0,0	Oe2l2!ZN,CPR730mE
9152	Disegni coprivano tutte le pareti.	1	0	3	1,0,0	Oe2l2!ZN,YcyQYgHG,CPR730mE
6091	Andrea va alla tavola.	0	0	2	0,0	Oe2l2!ZN,YcyQYgHG
6171	Tutti gettano le croci in Lorenzo.	0	0	2	0,0	Oe2l2!ZN,YcyQYgHG
9631	Alessandro scarica le casse dal camion.	1	1	2	1,1	Oe2l2!ZN,YcyQYgHG
6860	Il gatto ha potato il barboncino di Alessandro.	0	0	2	0,0	Oe2l2!ZN,YcyQYgHG
2071	Leonardo emerge questa persona.	0	0	2	0,0	Oe2l2!ZN,YcyQYgHG
6940	La zanzara si è pigliata una forte cotta per Riccardo.	0	0	2	0,0	Oe2l2!ZN,YcyQYgHG
9712	Gli americani danno una fornitura di armi ai ribelli.	1	1	2	1,1	Oe2l2!ZN,YcyQYgHG
8657	Alessandro corre l'asina.	0	0	2	0,0	Oe2l2!ZN,YcyQYgHG
8974	Andrea ha giocato tutti i soldi.	1	0	2	0,0	Oe2l2!ZN,YcyQYgHG
4321	Il professore ascolta il gelato.	0	0	3	0,0,0	Oe2l2!ZN,YcyQYgHG,y5SD83hf
857	Non è vero che Francesco è uscito?	1	0	2	0,0	CPR730mE,YcyQYgHG
9660	La situazione comporta per Emma che si svesta.	1	0	2	0,0	4HApE0fT,dDk9ABIQ
8939	Le bandiere hanno svolazzato sui tetti.	1	0	2	0,0	4HApE0fT,dDk9ABIQ
2000	Leonardo li studia.	0	0	2	0,0	nWOrC?wr,dDk9ABIQ
9649	Leonardo le ha tirate le cuoia.	1	0	2	0,0	nWOrC?wr,dDk9ABIQ
5712	Francesco è si è fatto magro.	0	0	2	0,0	4HApE0fT,dDk9ABIQ
7330	Giulia ha mangiato a dirotto.	0	0	2	0,0	nWOrC?wr,dDk9ABIQ
1723	La lezione si è continuata.	0	0	2	0,0	nWOrC?wr,dDk9ABIQ
1953	Una parte della camicia è venduta.	0	0	2	0,0	nWOrC?wr,dDk9ABIQ
8934	Le scarpe sono state lucidate da Beatrice.	1	1	2	1,1	nWOrC?wr,dDk9ABIQ
1444	Beatrice antepone a tutto.	0	0	2	0,0	nWOrC?wr,dDk9ABIQ
5849	Alessandro è agitato di Sofia.	0	0	2	0,0	nWOrC?wr,dDk9ABIQ
5861	Alessandro si calma del fatto che Giulia si tranquilla.	0	0	2	0,0	nWOrC?wr,dDk9ABIQ
5658	I commercianti hanno reso i prezzi rincarati.	0	0	2	0,0	4HApE0fT,dDk9ABIQ
8948	Giulia dorme sonni tranquilli.	1	1	2	1,1	nWOrC?wr,dDk9ABIQ
9001	Edoardo fruga nelle sue tasche.	1	1	2	1,1	4HApE0fT,dDk9ABIQ
9432	Il livello dell'acqua si è abbassato di 20 cm.	1	1	2	1,1	nWOrC?wr,dDk9ABIQ
1704	L'ostacolo è saltato.	0	0	3	0,1,0	nWOrC?wr,jsYFEDBs,dDk9ABIQ
9283	Paola ha preso il toro per le corna.	1	1	2	1,1	4HApE0fT,dDk9ABIQ
8084	Ho l'intenzione che mi vestirò da sposa.	0	0	2	0,0	jsYFEDBs,dDk9ABIQ
9575	La stoffa non ha più colore.	1	1	2	1,1	jsYFEDBs,dDk9ABIQ
3207	Edoardo colma attenzioni sul padre.	0	0	2	0,0	dDk9ABIQ,4HApE0fT
5676	Riccardo ha reso chiusa la porta.	0	0	2	0,0	dDk9ABIQ,4HApE0fT
9272	Ha abbandonato la moglie.	1	1	2	1,1	xr0!?w5q,dDk9ABIQ
485	Edoardo se stesso ha detto che arriverà.	0	0	2	0,0	xr0!?w5q,dDk9ABIQ
9458	Le pareti sono recentemente ingiallite.	1	1	2	1,1	xr0!?w5q,dDk9ABIQ
5862	Riccardo si calma che Maria si tranquilla.	0	0	2	0,0	dDk9ABIQ,xr0!?w5q
9127	Il vetriolo sfigura i volti.	1	1	2	1,1	dDk9ABIQ,xr0!?w5q
215	Gabriele ha comprato.	0	0	2	0,0	dDk9ABIQ,xr0!?w5q
6099	Giulia cade su terra.	0	0	2	0,0	dDk9ABIQ,xr0!?w5q
9264	Riccardo invia Sofia a comprare il pane.	1	0	2	0,0	dDk9ABIQ,xr0!?w5q
5659	I commercianti hanno reso i prezzi più rincarati.	0	0	2	0,0	dDk9ABIQ,xr0!?w5q
1969	Il libro è rimasto caduto.	0	0	2	0,0	dDk9ABIQ,xr0!?w5q
3645	Io sono affascinato da che Edoardo parli di poesia.	0	0	3	0,0,0	dDk9ABIQ,mZ4JRJwL,xr0!?w5q
4089	Francesco lo usa mangiare.	0	0	3	1,0,0	dDk9ABIQ,mZ4JRJwL,xr0!?w5q
9550	Aurora fece un bagno.	1	1	3	0,1,1	dDk9ABIQ,mZ4JRJwL,xr0!?w5q
9188	Sofia bada a ciò.	1	0	3	1,0,0	dDk9ABIQ,mZ4JRJwL,xr0!?w5q
3798	Beatrice pensa la bellezza di Andrea.	0	0	3	0,0,0	dDk9ABIQ,mZ4JRJwL,xr0!?w5q
4191	Idee verdi incolori dormono furiosamente.	0	0	2	0,0	dDk9ABIQ,mZ4JRJwL
9517	Giulia scende da sotto.	1	0	2	0,0	dDk9ABIQ,mZ4JRJwL
8986	La borsa è crollata in un'ora.	1	1	2	1,1	dDk9ABIQ,mZ4JRJwL
2947	Leonardo accumula giocattolo.	0	0	2	0,0	dDk9ABIQ,mZ4JRJwL
9009	Le stelle brillano nel cielo.	1	1	2	1,1	dDk9ABIQ,mZ4JRJwL
2498	È Emma ciò che costruisce un caminetto.	0	0	2	0,0	dDk9ABIQ,mZ4JRJwL
5736	I prezzi diventano molto aumentati.	0	0	2	0,0	dDk9ABIQ,mZ4JRJwL
5512	Il comandante ha affondato la nave per mezz'ora.	0	0	2	0,0	dDk9ABIQ,mZ4JRJwL
9252	Vittoria discorre di voler partire con Sofia.	1	0	3	0,0,0	dDk9ABIQ,!GXFVVUQ,kuARztUC
639	Il poliziotto ha.	0	0	3	0,1,0	dDk9ABIQ,!GXFVVUQ,kuARztUC
1960	Ho notato una bomba esplosa.	0	0	3	0,0,0	dDk9ABIQ,!GXFVVUQ,kuARztUC
9580	Leonardo tirò le cuoia della vacca.	1	0	3	0,0,1	dDk9ABIQ,!GXFVVUQ,kuARztUC
9680	I panni asciuga al sole.	1	0	3	0,0,1	dDk9ABIQ,!GXFVVUQ,kuARztUC
5492	Le tasse sono aumentate del 31 % per 5 anni.	0	0	3	0,1,0	dDk9ABIQ,!GXFVVUQ,kuARztUC
9570	Il cavallo è sfuggito al controllo del fantino.	1	1	3	1,0,1	dDk9ABIQ,!GXFVVUQ,kuARztUC
9104	Le tue lamentele prescindono da ogni dignità.	1	1	3	0,1,1	dDk9ABIQ,!GXFVVUQ,kuARztUC
9159	Francesco toglie il portafoglio dal pantalone.	1	0	3	0,0,1	dDk9ABIQ,!GXFVVUQ,kuARztUC
9020	In quest'ufficio Gabriele ci ha lavorato tutto il giorno.	1	1	3	1,1,0	dDk9ABIQ,!GXFVVUQ,kuARztUC
5654	Sofia ha reso la valigia alleggerita.	0	0	3	1,0,0	dDk9ABIQ,!GXFVVUQ,kuARztUC
7216	Beatrice ha preso per le corna.	0	0	3	0,0,0	dDk9ABIQ,!GXFVVUQ,kuARztUC
2276	È in giardino dal balcone che Alessandro ha lanciato il pallone.	0	0	3	0,0,0	dDk9ABIQ,!GXFVVUQ,kuARztUC
9685	Edoardo e Vittoria si baciano.	1	1	3	1,1,1	dDk9ABIQ,!GXFVVUQ,kuARztUC
3912	Maria ve lo ha scommesso.	0	0	3	0,0,1	dDk9ABIQ,!GXFVVUQ,kuARztUC
9412	Il terrorista si è ucciso.	1	1	2	1,1	dDk9ABIQ,joqYXLG1
3960	Lorenzo esime Gabriele dal fatto che deve partire.	0	1	2	1,1	dDk9ABIQ,joqYXLG1
9042	Questo latte deterge il volto.	1	1	2	1,1	dDk9ABIQ,joqYXLG1
9625	La bimba carica il carillon.	1	1	2	1,1	dDk9ABIQ,joqYXLG1
8087	Il vino beve Alessandro.	0	0	2	0,0	dDk9ABIQ,joqYXLG1
3438	Gli amici separarono Lorenzo con Leonardo.	0	0	2	0,0	dDk9ABIQ,joqYXLG1
9675	Francesco è uno scrittore.	1	1	2	1,1	dDk9ABIQ,joqYXLG1
9114	Il giallo contrasta con il rosso.	1	0	2	0,0	dDk9ABIQ,joqYXLG1
3444	Francesco ricava danaro e le sue speculazioni.	0	0	2	0,0	dDk9ABIQ,joqYXLG1
4386	Mio padre ulula.	0	0	2	0,0	dDk9ABIQ,joqYXLG1
60	Ne ha telefonato il padre.	0	0	2	0,0	dDk9ABIQ,i5VZ9EBr
6249	Legna fu portata al bosco da Giulia.	0	0	2	0,0	dDk9ABIQ,i5VZ9EBr
8002	La lezione ha continuato.	0	0	2	0,0	mZ4JRJwL,kuARztUC
4315	Maria mangia la TV.	0	0	2	0,0	dDk9ABIQ,i5VZ9EBr
7840	Chi tocca i fili muore.	1	1	2	1,1	mZ4JRJwL,kuARztUC
64	Parlato Andrea, ci siamo dati alla pazza gioia.	0	0	2	0,0	!GXFVVUQ,kuARztUC
3935	Gabriele ve la invita.	0	0	4	0,1,0,0	joqYXLG1,G?j??PoF,SL90k!9d,Yxeisc4b
3638	Il fatto che Leonardo parli di magia suggestiona la decisione.	0	1	3	1,0,1	joqYXLG1,haNSh5E9,67ocN1RM
1252	Accingersi a uscire.	1	1	3	1,1,0	joqYXLG1,G?j??PoF,haNSh5E9
7898	Va' a casa!	1	1	2	1,1	CtecEp6w,qTMVRODw
364	Considero Alessandro molto intelligente.	1	1	3	1,1,1	CtecEp6w,69YGNH2F,OeynLncz
11	Quell'uomo e quella donna mi ha colpito.	0	0	2	0,0	CtecEp6w,y6DhlGjr
4764	Alice dubita te.	0	0	2	0,0	CtecEp6w,KrqDYVRQ
846	Ho mandato un biglietto a tua madre.	1	1	3	1,0,1	CtecEp6w,G?j??PoF,UfynjwNK
1543	Il forte vento ha fatto pedalare Riccardo	0	1	2	1,1	CtecEp6w,SL90k!9d
7197	Paola tiene capo al nemico.	0	1	2	1,1	AWVSmErk,69YGNH2F
9111	La roccia affiora dal terreno.	1	1	2	1,1	AWVSmErk,69YGNH2F
9497	Il mare si agitava.	1	1	2	1,1	AWVSmErk,69YGNH2F
686	Riccardo disse che sarebbe arrivato alle quattro.	1	1	2	1,1	AWVSmErk,SL90k!9d
243	L'idea che i soldati potessero comportarsi così non era venuta in mente a nessuno.	1	1	2	1,1	CtecEp6w,OeynLncz
246	Abbiamo aspettato l'arrivo di Alessandro per poter cenare tutti insieme.	1	1	2	1,1	CtecEp6w,SL90k!9d
8350	Maria ha tolto i vestiti e ciò è accaduto nell'armadio.	0	1	3	1,0,1	CtecEp6w,y6DhlGjr,UfynjwNK
234	Quali politici ha detto la radio che ha parlato?	0	1	2	1,1	69YGNH2F,SL90k!9d
3691	Tommaso analizzò che il sangue era puro	0	0	3	1,0,0	69YGNH2F,SL90k!9d,C62PYy1K
6225	Maria portò questa legna a un bosco.	0	0	3	1,0,0	69YGNH2F,SL90k!9d,67ocN1RM
199	Questo signore, Dio gli ha toccato il cuore.	1	0	2	0,0	G?j??PoF,Ugvo2lSV
9055	Emma studia dove lavora.	1	0	2	0,0	SL90k!9d,67ocN1RM
160	Dentro l'armadio, Gabriele ci ha portato.	0	0	3	0,0,1	SL90k!9d,jTBbh5OX,DBlF5lyy
262	Riccardo, il quale è venuto a trovarmi ieri, mi ha detto di salutarti.	1	1	6	0,1,1,1,0,1	SL90k!9d,y6DhlGjr,qTMVRODw,KrqDYVRQ,iAhjmUQk,WQHW5pZ6
5684	Il piede è diventato gonfiato.	0	1	3	0,1,1	SL90k!9d,OeynLncz,WQHW5pZ6
6934	Il frigorifero pratica una rigida condotta morale.	0	0	3	0,0,0	SL90k!9d,Yxeisc4b,DBlF5lyy
1244	Ne sono arrivati due.	1	1	3	1,1,1	SL90k!9d,OeynLncz,WQHW5pZ6
4333	Sofia ha tagliato il capo al bisonte.	0	1	2	1,1	Yxeisc4b,cJoucJWN
7489	Il livello del fiume abbassa se stesso.	0	0	4	0,0,0,0	Yxeisc4b,cJoucJWN,C62PYy1K,ytitvUVq
8641	Il frigorifero ha una forte cotta per Francesco.	0	0	7	0,0,0,0,0,0,0	SL90k!9d,Yxeisc4b,y6DhlGjr,KrqDYVRQ,UfynjwNK,DBlF5lyy,WQHW5pZ6
150	Francesco ha mangiato una mela e nella sua città natale.	0	0	4	0,0,0,0	SL90k!9d,Yxeisc4b,iqd74Hi2,iAhjmUQk
464	Ho parlato sulle disavventure giudiziarie di Riccardo.	0	0	3	0,0,0	Yxeisc4b,y6DhlGjr,ytitvUVq
9651	Sciogliere la lingua di qualcuno.	1	0	2	0,0	Yxeisc4b,y6DhlGjr
601	Lo penso di prendere.	0	0	2	0,0	Yxeisc4b,y6DhlGjr
8477	Il temporale ha ritardato il treno in due ore.	0	0	3	0,0,0	Yxeisc4b,y6DhlGjr,ytitvUVq
2506	Che Paola teme è un ragno.	0	0	4	0,0,0,0	haNSh5E9,y6DhlGjr,DBlF5lyy,mUnENBws
696	Oggi piove e non piove.	1	0	3	0,1,0	haNSh5E9,y6DhlGjr,jTBbh5OX
271	Francesco non sa che cosa fare di questi soldi.	1	0	3	0,0,1	haNSh5E9,OeynLncz,mUnENBws
314	Francesco ha tirato il cordoncino del campanello.	1	1	4	0,1,1,1	haNSh5E9,Ugvo2lSV,DBlF5lyy,mUnENBws
9513	La palla è lì a terra.	1	1	2	1,1	y6DhlGjr,ytitvUVq
1576	Il muro si ammuffisce per una giornata.	0	1	3	1,1,1	y6DhlGjr,93O5KCwA,ytitvUVq
282	Leonardo ha sentito lei cantare l'Aida.	1	0	2	0,0	y6DhlGjr,OeynLncz
3203	I difensori munirono aura sulla città.	0	0	2	0,0	y6DhlGjr,qTMVRODw
6563	Tommaso prese il frutto dal suo lavoro.	0	1	2	1,1	y6DhlGjr,mUnENBws
188	Gli amici hanno salutato Leonardo.	1	1	4	1,1,1,1	OeynLncz,jTBbh5OX,iAhjmUQk,iqd74Hi2
55	Sono arrivati molti ragazzi.	1	1	2	1,1	OeynLncz,jTBbh5OX
7934	Ho sentito cantare i ragazzi.	1	1	2	1,1	qTMVRODw,mUnENBws
1931	Il ciliegio è fiorito alle 9 di sera.	0	0	3	0,0,0	qTMVRODw,Ugvo2lSV,iqd74Hi2
890	Penso che tu sia felice.	1	1	5	1,1,1,1,1	qTMVRODw,KrqDYVRQ,jTBbh5OX,DBlF5lyy,mUnENBws
439	Paola sembra essere partita.	1	1	3	1,1,1	qTMVRODw,iqd74Hi2,WQHW5pZ6
5478	Ha abbassato il prezzo dei moduli fotovoltaici per sei mesi.	0	0	2	0,0	KrqDYVRQ,93O5KCwA
8095	Maria vuole lo mangiare.	0	0	2	0,0	KrqDYVRQ,ytitvUVq
9653	Essere geloso come una tigre.	1	1	3	0,1,1	KrqDYVRQ,93O5KCwA,rwzy4gYv
2160	Edoardo estrae la pistola dentro la tasca.	0	0	2	0,0	KrqDYVRQ,WQHW5pZ6
232	Quali politici ha parlato?	0	0	4	0,0,0,0	KrqDYVRQ,DBlF5lyy,iAhjmUQk,iqd74Hi2
389	A chi ha dato un libro, Francesco?	1	1	2	1,1	KrqDYVRQ,iqd74Hi2
7015	Edoardo ha Alice nel mio cuore.	0	0	3	0,1,0	Ugvo2lSV,rwzy4gYv,kKyAP7X8
9598	Tommaso si è lasciato con Sofia.	1	1	2	1,1	Ugvo2lSV,rwzy4gYv
9176	Leonardo litiga con Tommaso.	1	1	2	1,1	Ugvo2lSV,F2byQojD
2941	Gabriele questa cosa.	0	0	3	0,0,0	Ugvo2lSV,ytitvUVq,F2byQojD
2617	Tommaso abita.	0	0	4	0,1,0,0	Ugvo2lSV,ytitvUVq,F2byQojD,kKyAP7X8
5405	Il cassetto si è rivestito di carta a fiori.	0	0	4	1,0,0,0	Ugvo2lSV,93O5KCwA,F2byQojD,kKyAP7X8
8704	Una tale conclusione deriva.	0	0	3	0,0,0	Ugvo2lSV,jTBbh5OX,kKyAP7X8
6220	Beatrice rubò questo cuore a Francesco.	0	0	2	0,0	Ugvo2lSV,jTBbh5OX
9018	A letto Lorenzo legge il giornale.	1	0	3	0,0,1	Ugvo2lSV,jTBbh5OX,F2byQojD
5757	Andrea si colpisce della prontezza di Leonardo.	0	1	3	0,1,1	Ugvo2lSV,jTBbh5OX,rwzy4gYv
4952	Io e Paola conto del fatto che sei malata.	0	0	2	0,0	Ugvo2lSV,jTBbh5OX
3208	Riccardo colma attenzioni il padre.	0	0	2	0,0	Ugvo2lSV,DBlF5lyy
1086	Ci insegnerai l'arte.	1	1	2	1,1	Ugvo2lSV,jTBbh5OX
4245	Paola ha messo una nuova macchina.	0	0	2	0,0	jTBbh5OX,mUnENBws
3783	Riccardo vigila al fatto che tutto sia in ordine.	0	0	2	0,0	jTBbh5OX,YfAnLxGO
6166	Emma carezza Tommaso sotto una campana di vetro.	0	0	2	0,0	jTBbh5OX,kKyAP7X8
6247	Il cuore fu rubato da Alice a Leonardo.	0	0	2	0,0	jTBbh5OX,ytitvUVq
294	Cerco una spalla su cui piangere.	1	1	2	1,1	jTBbh5OX,mUnENBws
4790	Alessandro va a che fumi.	0	0	3	0,0,0	jTBbh5OX,mUnENBws,kKyAP7X8
8943	La palla ha rimbalzato sul muro	1	1	2	1,1	mUnENBws,ytitvUVq
9512	La palla è lì dietro.	1	1	2	1,1	mUnENBws,93O5KCwA
4264	Riccardo guarda ad Alice.	0	0	4	0,0,0,0	mUnENBws,DBlF5lyy,iqd74Hi2,C62PYy1K
9536	Francesco si è ravveduto.	1	1	4	1,1,1,1	mUnENBws,DBlF5lyy,iqd74Hi2,ytitvUVq
8116	Emma e il film si sono visti.	0	0	4	0,0,0,0	mUnENBws,DBlF5lyy,iqd74Hi2,C62PYy1K
8341	Quell'uomo ne ha fotografato.	0	0	3	0,0,0	mUnENBws,DBlF5lyy,iqd74Hi2
9280	Giorgia ha reciso il capo al pupazzo.	1	0	3	0,1,0	mUnENBws,DBlF5lyy,iqd74Hi2
5995	Le foglie sono seccate.	0	1	5	1,1,0,1,1	mUnENBws,DBlF5lyy,iqd74Hi2,C62PYy1K,F2byQojD
1826	Tommaso ha seduto Maria.	0	0	3	0,0,0	mUnENBws,DBlF5lyy,iqd74Hi2
7876	L'anno scorso, Edoardo scrisse un libro, ma a tutt'oggi non l'ha ancora finito.	0	0	3	1,0,0	mUnENBws,C62PYy1K,F2byQojD
9369	Dilla ad Alessandro e vedrai!	1	0	2	0,0	mUnENBws,C62PYy1K
9337	Alice piace a Leonardo.	1	1	2	1,1	mUnENBws,rwzy4gYv
9590	Lorenzo ama Alice.	1	1	2	1,1	mUnENBws,rwzy4gYv
3560	Io aspetto che io parta.	0	0	3	0,0,0	mUnENBws,ASUJx12A,F2byQojD
9444	La finestra si è aperta per un secondo.	1	1	2	1,1	mUnENBws,ASUJx12A
9478	Gabriele si è calmato.	1	1	2	1,1	mUnENBws,ASUJx12A
9107	La neve vi approda.	1	0	3	0,1,0	mUnENBws,ASUJx12A,C62PYy1K
6210	Sofia rapinò il muscolo cardiaco a Leonardo.	0	0	2	0,0	mUnENBws,iAhjmUQk
7238	Emma è caduta nella brace della padella.	0	0	2	0,0	mUnENBws,iAhjmUQk
7212	Beatrice ha reclinato la testa.	0	1	3	1,1,1	mUnENBws,iAhjmUQk,ytitvUVq
7014	Lorenzo ha Alice nel tuo cuore.	0	0	3	0,0,0	DBlF5lyy,mUnENBws,iAhjmUQk
9136	Abbiamo lasciato Gabriele al Circolo dei cacciatori.	1	1	3	1,1,1	mUnENBws,iAhjmUQk,ytitvUVq
8326	Il mio amico abbaia.	0	0	3	0,0,1	mUnENBws,iAhjmUQk,ytitvUVq
3728	Alice lo trova che Maria sia bella.	0	0	3	0,0,0	mUnENBws,iAhjmUQk,ytitvUVq
